순번,학수번호,교과명,교수성명,점수,소속학과,구분,영역,outline,goal,keyword
159,13051001,공학물리,김지원,95.3,기계공학과,교양,자연과학,"공학물리는 정지 또는 등속운동을 하는 질점 또는 강체에 작용하는 모든 힘을 분석하는 과학이다. 공학물리는 물리적 현상에 대한 연구를 다루는 자연과학(Physical Science)으로 공학적인 학문(Engineering Science)인 동시에 수학적인 학문이다. 본 과목에서는 질점에 작용하는 정역학, 강체, 분포력, 구조물의 해석, 내력과 모멘트, 마찰, 가상일로서 역학의 가장 기본을 이루는 정역학의 분야를 학습한다.",1. 기본적인 공학문제의 이해 및 적용능력 배양 2. 기계시스템을 위한 지배방정식의 이해 및 유도를 할 수 있는 능력배양,
160,11491002,공학전산응용,정수경,83.8,전자공학과,교양,자연과학,"객체 지향 언어의 기초기 되는 C++언어에 대해 학습한다. 객체 지향언어의 특징인, 캡슐화, 상속, 다형성에 대해 이해한다.",객체 지향언어의 특징을 이해하고 학습한다.,
161,11491001,공학전산응용,김창복,82.8,에너지IT학과,교양,자연과학,"C++언어는 C언어의 장점인 빠른 속도에 java 언어처럼 객체지향적인 성격이 더해진 언어로서 구조화된 프로그램이 가능하고, 컴퓨팅 시스템을 강력하게 제어할 수 있으며, 이식성이 좋고 실행속도가 다른 언어에 비해 신속한 언어이다. C++언어는 게임개발, 안드로이드 앱개발, 솔루션개발, 자동화장비 등 IT 분야에서 높은 활용도로 사용되어지고 있는 언어이다.",본 강좌는 C 언어 문법을 기본으로 하여 객체지향 언어의 개념을 이해하고 클래스와 객체를 이용한 프로그램 개발 방법을 습득한다. 본 강좌의 목표는 다음과 같다. 1. C++ 기본 문법 2. 개체지향 언어의 이해 3. 클래스 설계 방법 및 객체를 이용한 프로그램 개빌,
162,11491003,공학전산응용,고윤석,77.8,전자공학과,교양,자연과학,"C++ 언어로 프로그래밍할 수 있는 능력을기른다. 실습을 통하여 프로그램을 작성하고 그에 따른 프로그램을 실행한 후,결과를 분석한다. C++ 객체 지향 언어의 특징을 이해시키고 다양한 분야에 응용할 수 있는 능력을 키운다.","C++ 언어를 프로그래밍할 수 있는 실무능력을 기른다. 공학실무에 필요한 기술, 방법, 도구 등을 사용할 수 있는 능력을 기른다. 통신 프로그램 및 각종 알고리즘을 작성하고 프로그래밍할 수 있는 능력을 기른다.",
163,7727024,물리학및실험1,도용화,98.4,물리학과,교양,자연과학,"매주 2시간의 이론 수업과 2시간의 실험 수업을 진행 합니다. 물리학은 자연과학 및 공학을 공부하는데 기본이 되는 중요한 과목입니다. 따라서 이공계 학생이라면 열심히 공부해 두어야 합니다. 1학기 동안에는 역학(힘과 운동)에 관한 내용을 공부합니다. 그리고 간단한 실험 및 동영상 자료를 통하여 수업시간에 배우게 될 이론적 부분에 대한 이해도를 높이게 될것입니다. 각 장이 끝나면 연습문제 풀이가 과제로 주어질 것이며, 중간고사와 기말고사를 통하여 공부한 내용에 대한 이해 정도를 테스트 받게 될것입니다.",*생활 속에서 접할 수 있는 흥미로운 물리현상을 통해 물리학에 대한 관심과 이해도를 높인다. *전공 공부에 필요한 기본지식을 쌓는다. *다양한 역학 문제를 통해 창의적이고 논리적인 사고력을 키운다.,
164,7727020,물리학및실험1,이은철,97.8,물리학과,교양,자연과학,본 과목의 수업은 매주 2시간의 이론강의와 2시간의 실험실습으로 구성된다.,"물리학은 자연과학 및 공학의 기본이다. 자연현상을 분석하고 이해하는 틀을 배움으로써 합리적으로 추론하는 습관과 과학적인 상상력을 키우는데 매우 적합한 교과목이다. 수업도 이러한 능력을 늘이는데 주안점을 둔다. 학생들은 주의 깊은 관찰 및 실험, 활발한 질문과 토론, 인터넷을 통한 자료들을 바탕으로 주변의 자연현상을 이해한다. 구체적으로 다음과 같은 목표를 지향한다. PO1(기초지식): 자연현상을 과학적으로 분석하고 추론할 수 있으며, 분석과 추론의 도구로써 벡터와 삼각합수 연산과 미적분을 이해하고 있다. PO4(문제해결): 물리학법칙을 응용문제에 적용할 수 있으며, 문제를 해결할 수 있다.",
165,7727016,물리학및실험1,최치훈,96.3,물리학과,교양,자연과학,"* 일상생활에서 관찰할 수 있는 자연 현상들 가운데, 물체의 운동을 공부합니다. 구체적으로, 자유 낙하, 원운동, 회전 운동, 중력, 진동 등 다양한 역학적 운동을 뉴턴의 운동 방정식과 보존 법칙을 바탕으로 공부합니다. * 실험을 통하여, 자유 낙하, 등가속도 운동, 층돌, 회전 운동 등에 포함된 역학의 중요한 기본 개념들을 직접 관찰하고 측정할 수 있게 됩니다.","* 수학, 기초 과학, 공학 및 정보기술의 이론을 이해하고 지식을 습득하여 공학 분야의 문제 해결에 응용할 수 있다. * 자연 과학 및 공학 분야의 문제 인식이 가능하며, 문제 해결의 과정 또는 공식을 산출하여 문제를 효과적으로 해결할 수 있다. * PO1(기초지식) : 자연현상을 과학적으로 분석하고 추론할 수 있으며, 분석과 추론의 도구로서 벡터와 삼각함수 연산과 미적분을 이해하고 있다. * PO4(문제해결) : 물리학법칙을 응용문제에 적용할 수 있으며, 문제를 해결할 수 있다.",
166,7727001,물리학및실험1,백문구,94,물리학과,교양,자연과학,"물리학은 자연과학 및 공학의 기본이다. 자연현상을 분석하고 이해하는 틀을 배움으로써 합리적으로 추론하는 능력과 과학적인 사고력을 키우는데 매우 적합한 교과목이다. 물리학 수업은 이러한 능력을 함양하는데 주안점을 둔다. 학생들은 주의 깊은 관찰 및 실험, 활발한 질문과 토론, 참고 자료들을 수집하고 이해하는 과정을 통하여, 자연현상을 이해하고 주어진 문제의 해결능력을 배양한다.","PO1(기초지식): 자연현상을 과학적으로 분석하고 추론할 수 있으며, 분석과 추론의 도구로서 벡터와 삼각함수 연산과 미적분을 이해하고 있다. PO4(문제해결): 물리학법칙을 응용문제에 적용할 수 있으며, 문제를 해결할 수 있다.",
167,7727006,물리학및실험1,한창우,91.7,물리학과,교양,자연과학,본 과목의 수업은 매주 2시간의 이론강의와 2시간의 실험실습으로 구성된다.,"물리학은 자연과학 및 공학의 기본이다.자연현상을 분석하고 이해하는 틀을 배움으로써 합리적으로 추론하는 습관과 과학적인 상상력을 키우는 데 매우 적합한 교과목이다. 수업도 이런 능력을 함양하는데 주안점을 둔다. 학생들은 주의깊은 관찰 및 실험, 활발한 질문과 토론, 인터넷을 통한 자료를 바탕으로 자연현상을 이해한다.",
168,7727003,물리학및실험1,국형태,87.7,물리학과,교양,자연과학,본 과목의 수업은 매주 2시간의 이론강의와 2시간의 실험실습으로 구성된다.,"물리학은 자연과학 및 공학의 기본이다. 자연현상을 분석하고 이해하는 틀을 배움으로써 합리적으로 추론하는 습관과 과학적인 상상력을 키우는데 매우 적합한 교과목이다. 수업도 이러한 능력을 늘이는데 주안점을 둔다. 학생들은 주의 깊은 관찰 및 실험, 활발한 질문과 토론, 인터넷을 통한 자료들을 바탕으로 주변의 자연현상을 이해한다. 구체적으로 다음과 같은 목표를 지향한다. PO1(기초지식) : 자연현상을 과학적으로 분석하고 추론할 수 있으며, 분석과 추론의 도구로서 벡터와 삼각함수 연산과 미적분을 이해하고 있다. PO4(문제해결) : 물리학법칙을 응용문제에 적용할 수 있으며, 문제를 해결할 수 있다.",
169,7727021,물리학및실험1,이준호,91.4,물리학과,교양,자연과학,- 본과목은 일반물리학 이론 2시간과 일반물리학 실험 2시간으로 구성됨 - 자연과학 및 공학의 근간이 되는 물리의 기본개념과 원리를 이해하는 과목',"물리적인 기본지식 및 원리의 이해를 통한 공학도 전공공부의 동기부여 - 실험, 관찰 토의 등을 통한 물리적 사고 방식 학습 - 실제 응용예를 통한 공학과의 연관성 학습 - 그룹단위의 프로젝트롤 통한 물리학 흥미및 관심유발",
170,7727022,물리학및실험1,정희태,90.8,물리학과,교양,자연과학,본 과목의 수업은 매주 2시간의 이론강의와 2시간의 실험실습으로 구성된다,"물리학은 자연과학 및 공학의 기본이다. 자연현상을 분석하고 이해하는 틀을 배움으로써 합리적으로 추론하는 습관과 과학적인 상상력을 키우는데 매우 적합한 교과목이다. 수업도 이러한 능력을 늘이는데 주안점을 둔다. 학생들은 주의 깊은 관찰 및 실험, 활발한 질문과 토론, 인터넷을 통한 자료들을 바탕으로 주변의 자연현상을 이해한다. 구체적으로 다음과 같은 목표를 지향한다. PO1(기초지식) : 자연현상을 과학적으로 분석하고 추론할 수 있으며, 분석과 추론의 도구로서 벡터와 삼각함수 연산과 미적분을 이해하고 있다. PO4(문제해결) : 물리학법칙을 응용문제에 적용할 수 있으며, 문제를 해결할 수 있다",
171,7727005,물리학및실험1,박찬웅,97.9,물리학과,교양,자연과학,본 과목의 수업은 매주 2시간의 이론강의와 2시간의 실험실습으로 구성된다.,"물리학은 자연과학 및 공학의 기본이다. 자연현상을 분석하고 이해하는 틀을 배움으로써 합리적으로 추론하는 습관과 과학적인 상상력을 키우는데 매우 적합한 교과목이다. 수업도 이러한 능력을 늘이는데 주안점을 둔다. 학생들은 주의 깊은 관찰 및 실험, 활발한 질문과 토론, 인터넷을 통한 자료들을 바탕으로 주변의 자연현상을 이해한다. 구체적으로 다음과 같은 목표를 지향한다. PO1(기초지식) : 자연현상을 과학적으로 분석하고 추론할 수 있으며, 분석과 추론의 도구로서 벡터와 삼각함수 연산과 미적분을 이해하고 있다. PO4(문제해결) : 물리학법칙을 응용문제에 적용할 수 있으며, 문제를 해결할 수 있다.",
172,7727002,물리학및실험1,임재홍,89.4,신소재공학과,교양,자연과학,본 과목의 수업은 매주 2시간의 이론강의와 2시간의 실험실습으로 구성된다.,"물리학은 자연과학 및 공학의 기본이다. 자연현상을 분석하고 이해하는 틀을 배움으로써 합리적으로 추론하는 습관과 과학적인 상상력을 키우는데 매우 적합한 교과목이다. 수업도 이러한 능력을 늘이는데 주안점을 둔다. 학생들은 주의 깊은 관찰 및 실험, 활발한 질문과 토론, 인터넷을 통한 자료들을 바탕으로 주변의 자연현상을 이해한다. 구체적으로 다음과 같은 목표를 지향한다. PO1(기초지식) : 자연현상을 과학적으로 분석하고 추론할 수 있으며, 분석과 추론의 도구로서 벡터와 삼각함수 연산과 미적분을 이해하고 있다. PO4(문제해결) : 물리학법칙을 응용문제에 적용할 수 있으며, 문제를 해결할 수 있다.",
173,7727004,물리학및실험1,주형규,89.4,물리학과,교양,자연과학,"이공계학문의기본이되는물리학을배우고익힌다. 물리학의 기본인 힘과 운동, 만유인력의 법칙, 뉴턴의 3법칙 등 운동 역학 전반에 대해서 배운다.",본 수업을 통해서 자연현상을 이해하고 설명하기 위한 과학적 원리를 이해하는 사고 체계의 구축과 이과학원리의 원천인 실험실습을 할 수 있게 됩니다. 아울러 우리 주위에서 일어나고 있는 자연현상은 물론이거니와 한국 경제를 지탱하는 산업현장에서 응용되고 있는 과학기술의 발전에 물리학이 절대적으로 필수적이라는 사실을 인지할 수 있게 하여 물리학의 전반에 대해 더욱 재미있게 공부를 할 수 있도록 기초를 다질 것입니다.,
